Municipio,codigo_dane,Departamento,hurtos_totales_promedio,hurtos_auto_promedio,hurtos_moto_promedio,recuperacion_total,captura_total,proporcion_motos,latitud,longitud,tasa_recuperacion,tasa_captura,categoria_hurtos,categoria_recuperacion,cluster_kmeans_geo1_robusto_limpio_id,cluster_kmeans_geo1_robusto_limpio_label,cluster_kmeans_geo1_robusto_limpio_orden
FUNZA,25286000,CUNDINAMARCA,621,242,379,407,29,0.6009398496240601,4.710412,-74.201528,0.6553945249597424,0.0466988727858293,Muy Alto,Mala,2,"Cluster de muy alta intensidad delictiva, baja recuperacion y predominio de motos",2.0
FUQUENE,25288000,CUNDINAMARCA,23,8,15,33,1,0.6818181818181818,5.403997,-73.795855,1.434782608695652,0.0434782608695652,Moderado,Buena,3,"Cluster de baja intensidad delictiva, alta recuperacion y predominio de automotores",8.0
FUSAGASUGA,25290000,CUNDINAMARCA,783,251,532,726,64,0.6768263183357522,4.336723,-74.37543,0.9272030651340996,0.0817369093231162,Muy Alto,Mala,2,"Cluster de muy alta intensidad delictiva, baja recuperacion y predominio de motos",2.0
GACHALA,25293000,CUNDINAMARCA,4,0,4,6,0,1.0,4.693579,-73.520161,1.5,0.0,Leve,Buena,1,"Cluster de muy baja intensidad delictiva, muy alta recuperacion y predominio de motos",9.0
GACHANCIPA,25295000,CUNDINAMARCA,59,31,28,37,5,0.4814814814814814,4.990947,-73.873464,0.6271186440677966,0.0847457627118644,Alto,Mala,3,"Cluster de baja intensidad delictiva, alta recuperacion y predominio de automotores",8.0
GACHANTIVA,15293000,BOYACA,3,0,3,1,0,1.0,5.751891,-73.549092,0.3333333333333333,0.0,Leve,Grave,1,"Cluster de muy baja intensidad delictiva, muy alta recuperacion y predominio de motos",9.0
GACHETA,25297000,CUNDINAMARCA,10,4,6,22,1,0.6,4.816411,-73.636377,2.2,0.1,Leve,Muy Buena,3,"Cluster de baja intensidad delictiva, alta recuperacion y predominio de automotores",8.0
GALAN,68296000,SANTANDER,2,0,2,1,0,1.0,6.638423,-73.287769,0.5,0.0,Leve,Grave,1,"Cluster de muy baja intensidad delictiva, muy alta recuperacion y predominio de motos",9.0
GALAPA,8296000,ATLANTICO,721,222,499,292,79,0.6894630192502533,10.919033,-74.870385,0.4049930651872399,0.1095700416088765,Muy Alto,Grave,6,"Cluster de alta intensidad delictiva, recuperacion media y predominio de motos",3.0
GALERAS,70235000,SUCRE,40,2,38,58,4,0.9487179487179488,9.160379,-75.04959,1.45,0.1,Moderado,Buena,5,"Cluster de baja intensidad delictiva, recuperacion media-baja y predominio de motos",7.0
GAMA,25299000,CUNDINAMARCA,0,0,0,10,0,,4.763325,-73.611037,,,Leve,,,,
GAMARRA,20295000,CESAR,121,4,117,108,12,0.9652173913043478,8.324793,-73.737558,0.8925619834710744,0.0991735537190082,Alto,Mala,5,"Cluster de baja intensidad delictiva, recuperacion media-baja y predominio de motos",7.0
GAMBITA,68298000,SANTANDER,7,0,7,3,0,1.0,5.945998,-73.344185,0.4285714285714285,0.0,Leve,Grave,1,"Cluster de muy baja intensidad delictiva, muy alta recuperacion y predominio de motos",9.0
GAMEZA,15296000,BOYACA,4,0,4,1,0,1.0,5.802333,-72.80553,0.25,0.0,Leve,Grave,1,"Cluster de muy baja intensidad delictiva, muy alta recuperacion y predominio de motos",9.0
GARAGOA,15299000,BOYACA,21,3,18,31,2,0.85,5.083234,-73.364413,1.4761904761904765,0.0952380952380952,Moderado,Buena,1,"Cluster de muy baja intensidad delictiva, muy alta recuperacion y predominio de motos",9.0
GARZON,41298000,HUILA,885,19,866,452,90,0.9769736842105264,2.196493,-75.627057,0.5107344632768361,0.1016949152542373,Muy Alto,Grave,2,"Cluster de muy alta intensidad delictiva, baja recuperacion y predominio de motos",2.0
GENOVA,63302000,QUINDIO,22,3,19,14,8,0.8571428571428571,4.206641,-75.790402,0.6363636363636364,0.3636363636363636,Moderado,Mala,4,"Cluster de intensidad delictiva media, alta recuperacion y predominio de motos",5.0
GIGANTE,41306000,HUILA,245,17,228,170,16,0.9279661016949152,2.384031,-75.547681,0.6938775510204082,0.0653061224489796,Muy Alto,Mala,2,"Cluster de muy alta intensidad delictiva, baja recuperacion y predominio de motos",2.0
GINEBRA,76306000,VALLE,162,35,127,109,10,0.7973856209150327,3.724181,-76.268068,0.6728395061728395,0.0617283950617283,Muy Alto,Mala,0 (sub 1),"Cluster de intensidad delictiva media-alta, recuperacion media-baja y predominio de motos",4.0
GIRALDO,5306000,ANTIOQUIA,38,4,34,31,2,0.8918918918918919,6.680808,-75.952158,0.8157894736842105,0.0526315789473684,Moderado,Mala,5,"Cluster de baja intensidad delictiva, recuperacion media-baja y predominio de motos",7.0
GIRARDOT,25307000,CUNDINAMARCA,1007,80,927,772,90,0.922974006116208,4.313069,-74.798201,0.7666335650446872,0.0893743793445878,Muy Alto,Mala,2,"Cluster de muy alta intensidad delictiva, baja recuperacion y predominio de motos",2.0
GIRARDOTA,5308000,ANTIOQUIA,679,129,550,362,42,0.8022222222222222,6.379472,-75.444238,0.5331369661266568,0.0618556701030927,Muy Alto,Grave,2,"Cluster de muy alta intensidad delictiva, baja recuperacion y predominio de motos",2.0
GIRON,68307000,SANTANDER,1217,135,1082,550,125,0.8885964912280702,7.070432,-73.166832,0.4519309778142975,0.1027115858668857,Muy Alto,Grave,6,"Cluster de alta intensidad delictiva, recuperacion media y predominio de motos",3.0
GOMEZ PLATA,5310000,ANTIOQUIA,33,8,25,30,6,0.7333333333333333,6.683269,-75.220018,0.9090909090909092,0.1818181818181818,Moderado,Mala,0 (sub 2),"Cluster de intensidad delictiva media, recuperacion alta y predominio de motos",6.0
GONZALEZ,20310000,CESAR,31,8,23,2,0,0.7142857142857143,8.389604,-73.38004,0.064516129032258,0.0,Moderado,Grave,1,"Cluster de muy baja intensidad delictiva, muy alta recuperacion y predominio de motos",9.0
GRAMALOTE,54313000,NORTE DE SANTANDER,20,3,17,18,9,0.8333333333333334,7.916946,-72.787233,0.9,0.45,Moderado,Mala,5,"Cluster de baja intensidad delictiva, recuperacion media-baja y predominio de motos",7.0
GRANADA,50313000,ANTIOQUIA,32,3,29,33,4,0.935483870967742,3.547147,-73.705815,1.03125,0.125,Moderado,Buena,0 (sub 2),"Cluster de intensidad delictiva media, recuperacion alta y predominio de motos",6.0
GRANADA,50313000,CUNDINAMARCA,52,35,17,45,7,0.3333333333333333,3.547147,-73.705815,0.8653846153846154,0.1346153846153846,Alto,Mala,0 (sub 2),"Cluster de intensidad delictiva media, recuperacion alta y predominio de motos",6.0
GRANADA,50313000,META,1384,48,1336,627,62,0.9662162162162162,3.547147,-73.705815,0.4530346820809248,0.0447976878612716,Muy Alto,Grave,0 (sub 2),"Cluster de intensidad delictiva media, recuperacion alta y predominio de motos",6.0
GUACA,68318000,SANTANDER,11,5,6,7,1,0.5714285714285714,6.876563,-72.856322,0.6363636363636364,0.0909090909090909,Leve,Mala,3,"Cluster de baja intensidad delictiva, alta recuperacion y predominio de automotores",8.0
GUACAMAYAS,15317000,BOYACA,1,0,1,6,0,1.0,6.4596670000000005,-72.500812,6.0,0.0,Leve,Muy Buena,1,"Cluster de muy baja intensidad delictiva, muy alta recuperacion y predominio de motos",9.0
GUACARI,76318000,VALLE,285,54,231,175,15,0.8073110285006195,3.761815,-76.330911,0.6140350877192983,0.0526315789473684,Muy Alto,Grave,2,"Cluster de muy alta intensidad delictiva, baja recuperacion y predominio de motos",2.0
GUACHENE,19300000,CAUCA,502,86,416,212,4,0.8297991071428571,3.134153,-76.392189,0.4223107569721115,0.0079681274900398,Muy Alto,Grave,2,"Cluster de muy alta intensidad delictiva, baja recuperacion y predominio de motos",2.0
GUACHETA,25317000,CUNDINAMARCA,81,11,70,26,8,0.8701298701298701,5.383378,-73.686972,0.3209876543209876,0.0987654320987654,Alto,Grave,0 (sub 2),"Cluster de intensidad delictiva media, recuperacion alta y predominio de motos",6.0
GUACHUCAL,52317000,NARINO,258,59,199,170,26,0.7663934426229508,0.959744,-77.731589,0.6589147286821705,0.1007751937984496,Muy Alto,Mala,2,"Cluster de muy alta intensidad delictiva, baja recuperacion y predominio de motos",2.0
GUADALAJARA DE BUGA,76111000,VALLE,1433,292,1141,817,111,0.7957667507709559,3.900736,-76.298979,0.5701325889741801,0.0774598743893928,Muy Alto,Grave,2,"Cluster de muy alta intensidad delictiva, baja recuperacion y predominio de motos",2.0
GUADALUPE,41319000,ANTIOQUIA,19,0,19,25,4,1.0,2.02426,-75.757185,1.3157894736842106,0.2105263157894736,Moderado,Buena,4,"Cluster de intensidad delictiva media, alta recuperacion y predominio de motos",5.0
GUADALUPE,41319000,HUILA,121,4,117,96,11,0.9658119658119658,2.02426,-75.757185,0.7933884297520661,0.0909090909090909,Alto,Mala,4,"Cluster de intensidad delictiva media, alta recuperacion y predominio de motos",5.0
GUADALUPE,41319000,SANTANDER,4,0,4,3,0,1.0,2.02426,-75.757185,0.75,0.0,Leve,Mala,4,"Cluster de intensidad delictiva media, alta recuperacion y predominio de motos",5.0
GUADUAS,25320000,CUNDINAMARCA,97,50,47,161,8,0.5,5.072076,-74.603402,1.6597938144329898,0.0824742268041237,Alto,Muy Buena,0 (sub 1),"Cluster de intensidad delictiva media-alta, recuperacion media-baja y predominio de motos",4.0
GUAITARILLA,52320000,NARINO,26,6,20,70,3,0.76,1.129574,-77.549824,2.6923076923076925,0.1153846153846153,Moderado,Muy Buena,4,"Cluster de intensidad delictiva media, alta recuperacion y predominio de motos",5.0
GUALMATAN,52323000,NARINO,64,15,49,47,3,0.765625,0.919652,-77.568701,0.734375,0.046875,Alto,Mala,4,"Cluster de intensidad delictiva media, alta recuperacion y predominio de motos",5.0
GUAMAL,50318000,MAGDALENA,42,2,40,51,4,0.9523809523809524,3.879657,-73.768815,1.2142857142857142,0.0952380952380952,Moderado,Buena,0 (sub 2),"Cluster de intensidad delictiva media, recuperacion alta y predominio de motos",6.0
GUAMAL,50318000,META,194,13,181,174,12,0.9301075268817204,3.879657,-73.768815,0.8969072164948454,0.0618556701030927,Muy Alto,Mala,0 (sub 2),"Cluster de intensidad delictiva media, recuperacion alta y predominio de motos",6.0
GUAMO,73319000,TOLIMA,435,34,401,211,24,0.9168797953964194,4.030992,-74.968135,0.4850574712643678,0.0551724137931034,Muy Alto,Grave,2,"Cluster de muy alta intensidad delictiva, baja recuperacion y predominio de motos",2.0
GUAPI,19318000,CAUCA,3,0,3,12,0,1.0,2.571337,-77.88797,4.0,0.0,Leve,Muy Buena,4,"Cluster de intensidad delictiva media, alta recuperacion y predominio de motos",5.0
GUAPOTA,68322000,SANTANDER,0,0,0,2,0,,6.308635,-73.320732,,,Leve,,,,
GUARANDA,70265000,SUCRE,22,2,20,55,4,0.9047619047619048,8.468556,-74.537749,2.5,0.1818181818181818,Moderado,Muy Buena,5,"Cluster de baja intensidad delictiva, recuperacion media-baja y predominio de motos",7.0
GUARNE,5318000,ANTIOQUIA,849,180,669,397,73,0.783195020746888,6.27787,-75.441612,0.4676089517078916,0.0859835100117785,Muy Alto,Grave,2,"Cluster de muy alta intensidad delictiva, baja recuperacion y predominio de motos",2.0
GUASCA,25322000,CUNDINAMARCA,43,11,32,34,3,0.7380952380952381,4.866719,-73.877143,0.7906976744186046,0.0697674418604651,Alto,Mala,0 (sub 2),"Cluster de intensidad delictiva media, recuperacion alta y predominio de motos",6.0
GUATAPE,5321000,ANTIOQUIA,72,7,65,58,16,0.8923076923076924,6.232461,-75.160041,0.8055555555555556,0.2222222222222222,Alto,Mala,0 (sub 1),"Cluster de intensidad delictiva media-alta, recuperacion media-baja y predominio de motos",4.0
GUATAQUI,25324000,CUNDINAMARCA,3,2,1,10,0,0.3333333333333333,4.517517,-74.790058,3.333333333333333,0.0,Leve,Muy Buena,3,"Cluster de baja intensidad delictiva, alta recuperacion y predominio de automotores",8.0
GUATAVITA,25326000,CUNDINAMARCA,7,3,4,14,2,0.5714285714285714,4.935211,-73.83293,2.0,0.2857142857142857,Leve,Muy Buena,3,"Cluster de baja intensidad delictiva, alta recuperacion y predominio de automotores",8.0
GUATEQUE,15322000,BOYACA,22,5,17,39,0,0.7619047619047619,5.007321,-73.471207,1.7727272727272727,0.0,Moderado,Muy Buena,1,"Cluster de muy baja intensidad delictiva, muy alta recuperacion y predominio de motos",9.0
GUATICA,66318000,RISARALDA,24,2,22,37,3,0.9130434782608696,5.315367,-75.799005,1.5416666666666667,0.125,Moderado,Buena,0 (sub 2),"Cluster de intensidad delictiva media, recuperacion alta y predominio de motos",6.0
GUAVATA,68324000,SANTANDER,4,1,3,5,0,0.75,5.954348,-73.700906,1.25,0.0,Leve,Buena,1,"Cluster de muy baja intensidad delictiva, muy alta recuperacion y predominio de motos",9.0
GUAYABAL DE SIQUIMA,25328000,CUNDINAMARCA,8,4,4,27,2,0.5,4.877968,-74.467437,3.375,0.25,Leve,Muy Buena,3,"Cluster de baja intensidad delictiva, alta recuperacion y predominio de automotores",8.0
GUAYABETAL,25335000,CUNDINAMARCA,14,4,10,64,5,0.7142857142857143,4.215306,-73.815107,4.571428571428571,0.3571428571428571,Moderado,Muy Buena,0 (sub 2),"Cluster de intensidad delictiva media, recuperacion alta y predominio de motos",6.0
GUAYATA,15325000,BOYACA,5,1,4,6,0,0.75,4.967122,-73.489698,1.2,0.0,Leve,Buena,1,"Cluster de muy baja intensidad delictiva, muy alta recuperacion y predominio de motos",9.0
GUEPSA,68327000,SANTANDER,12,3,9,11,0,0.75,6.025013,-73.575146,0.9166666666666666,0.0,Moderado,Mala,1,"Cluster de muy baja intensidad delictiva, muy alta recuperacion y predominio de motos",9.0
GUTIERREZ,25339000,CUNDINAMARCA,8,0,8,10,0,1.0,4.254679,-74.003042,1.25,0.0,Leve,Buena,1,"Cluster de muy baja intensidad delictiva, muy alta recuperacion y predominio de motos",9.0
HACARI,54344000,NORTE DE SANTANDER,19,4,15,53,0,0.8333333333333334,8.321506,-73.145997,2.789473684210526,0.0,Moderado,Muy Buena,5,"Cluster de baja intensidad delictiva, recuperacion media-baja y predominio de motos",7.0
HATILLO DE LOBA,13300000,BOLIVAR,4,1,3,11,1,0.75,8.956014,-74.077912,2.75,0.25,Leve,Muy Buena,1,"Cluster de muy baja intensidad delictiva, muy alta recuperacion y predominio de motos",9.0
HATO,68344000,SANTANDER,0,0,0,2,1,,6.543957,-73.308399,,,Leve,,,,
HATO COROZAL,85125000,CASANARE,99,18,81,36,12,0.8105263157894737,6.154099,-71.764213,0.3636363636363636,0.1212121212121212,Alto,Grave,0 (sub 2),"Cluster de intensidad delictiva media, recuperacion alta y predominio de motos",6.0
HATONUEVO,44378000,GUAJIRA,167,70,97,137,26,0.5838509316770186,11.068864,-72.75904,0.8203592814371258,0.155688622754491,Muy Alto,Mala,6,"Cluster de alta intensidad delictiva, recuperacion media y predominio de motos",3.0
HELICONIA,5347000,ANTIOQUIA,15,2,13,11,0,0.8666666666666667,6.206757,-75.734322,0.7333333333333333,0.0,Moderado,Mala,1,"Cluster de muy baja intensidad delictiva, muy alta recuperacion y predominio de motos",9.0
HERRAN,54347000,NORTE DE SANTANDER,1,0,1,3,0,1.0,7.506541,-72.483519,3.0,0.0,Leve,Muy Buena,1,"Cluster de muy baja intensidad delictiva, muy alta recuperacion y predominio de motos",9.0
HERVEO,73347000,TOLIMA,21,6,15,25,4,0.7142857142857143,5.080228,-75.177151,1.1904761904761905,0.1904761904761904,Moderado,Buena,0 (sub 2),"Cluster de intensidad delictiva media, recuperacion alta y predominio de motos",6.0
HISPANIA,5353000,ANTIOQUIA,35,8,27,33,10,0.75,5.799461,-75.906587,0.9428571428571428,0.2857142857142857,Moderado,Mala,0 (sub 2),"Cluster de intensidad delictiva media, recuperacion alta y predominio de motos",6.0
HOBO,41349000,HUILA,101,8,93,66,13,0.921875,2.580812,-75.447697,0.6534653465346535,0.1287128712871287,Alto,Mala,4,"Cluster de intensidad delictiva media, alta recuperacion y predominio de motos",5.0
HONDA,73349000,TOLIMA,165,37,128,149,21,0.7662337662337663,5.211816,-74.75699,0.9030303030303032,0.1272727272727272,Muy Alto,Mala,0 (sub 1),"Cluster de intensidad delictiva media-alta, recuperacion media-baja y predominio de motos",4.0
IBAGUE (CT),73001000,TOLIMA,4008,484,3524,2282,326,0.8754454277286136,4.432248,-75.19424999999998,0.5693612774451098,0.0813373253493014,Muy Alto,Grave,2,"Cluster de muy alta intensidad delictiva, baja recuperacion y predominio de motos",2.0
ICONONZO,73352000,TOLIMA,33,10,23,31,5,0.71875,4.176487,-74.531969,0.9393939393939394,0.1515151515151515,Moderado,Mala,0 (sub 2),"Cluster de intensidad delictiva media, recuperacion alta y predominio de motos",6.0
ILES,52352000,NARINO,68,11,57,64,3,0.8253968253968254,0.96952,-77.521227,0.9411764705882352,0.0441176470588235,Alto,Mala,4,"Cluster de intensidad delictiva media, alta recuperacion y predominio de motos",5.0
IMUES,52354000,NARINO,51,23,28,70,9,0.5490196078431373,1.05506,-77.496339,1.3725490196078431,0.1764705882352941,Alto,Buena,4,"Cluster de intensidad delictiva media, alta recuperacion y predominio de motos",5.0
INIRIDA (CT),94001000,GUAINIA,48,0,48,73,18,1.0,3.866764,-67.918613,1.5208333333333333,0.375,Alto,Buena,0 (sub 2),"Cluster de intensidad delictiva media, recuperacion alta y predominio de motos",6.0
INZA,19355000,CAUCA,174,79,95,81,0,0.5233545647558386,2.549183,-76.063503,0.4655172413793103,0.0,Muy Alto,Grave,4,"Cluster de intensidad delictiva media, alta recuperacion y predominio de motos",5.0
IPIALES,52356000,NARINO,2973,1017,1956,2195,167,0.654255151801164,0.827732,-77.646367,0.7383114698957283,0.0561722166162125,Muy Alto,Mala,2,"Cluster de muy alta intensidad delictiva, baja recuperacion y predominio de motos",2.0
IQUIRA,41357000,HUILA,34,6,28,53,5,0.8181818181818182,2.649359,-75.634497,1.5588235294117647,0.1470588235294117,Moderado,Buena,4,"Cluster de intensidad delictiva media, alta recuperacion y predominio de motos",5.0
ISNOS,41359000,HUILA,504,33,471,261,16,0.9334845049130764,1.9294670000000005,-76.217637,0.5178571428571429,0.0317460317460317,Muy Alto,Grave,2,"Cluster de muy alta intensidad delictiva, baja recuperacion y predominio de motos",2.0
ISTMINA,27361000,CHOCO,136,4,132,146,21,0.968503937007874,5.153946,-76.68518,1.0735294117647058,0.1544117647058823,Alto,Buena,0 (sub 1),"Cluster de intensidad delictiva media-alta, recuperacion media-baja y predominio de motos",4.0
ITAGUI,5360000,ANTIOQUIA,5728,1475,4253,2251,256,0.7296130212697467,6.175079,-75.612056,0.392981843575419,0.0446927374301676,Muy Alto,Grave,2,"Cluster de muy alta intensidad delictiva, baja recuperacion y predominio de motos",2.0
ITUANGO,5361000,ANTIOQUIA,37,4,33,32,2,0.8823529411764706,7.171629,-75.764673,0.8648648648648649,0.054054054054054,Moderado,Mala,5,"Cluster de baja intensidad delictiva, recuperacion media-baja y predominio de motos",7.0
IZA,15362000,BOYACA,3,0,3,7,0,1.0,5.611577,-72.979559,2.333333333333333,0.0,Leve,Muy Buena,1,"Cluster de muy baja intensidad delictiva, muy alta recuperacion y predominio de motos",9.0
JAMBALO,19364000,CAUCA,17,1,16,127,0,0.9642857142857144,2.777834,-76.323877,7.470588235294118,0.0,Moderado,Muy Buena,4,"Cluster de intensidad delictiva media, alta recuperacion y predominio de motos",5.0
JAMUNDI,76364000,VALLE,2958,784,2174,1128,149,0.7324472183695484,3.258751,-76.538472,0.3813387423935091,0.0503718728870858,Muy Alto,Grave,2,"Cluster de muy alta intensidad delictiva, baja recuperacion y predominio de motos",2.0
JARDIN,5364000,ANTIOQUIA,35,2,33,34,4,0.9428571428571428,5.597542,-75.818982,0.9714285714285714,0.1142857142857142,Moderado,Mala,5,"Cluster de baja intensidad delictiva, recuperacion media-baja y predominio de motos",7.0
JENESANO,15367000,BOYACA,10,5,5,22,3,0.5,5.385813,-73.363738,2.2,0.3,Leve,Muy Buena,3,"Cluster de baja intensidad delictiva, alta recuperacion y predominio de automotores",8.0
JERICO,5368000,ANTIOQUIA,36,4,32,35,9,0.8888888888888888,5.789748,-75.785499,0.9722222222222222,0.25,Moderado,Mala,0 (sub 2),"Cluster de intensidad delictiva media, recuperacion alta y predominio de motos",6.0
JERICO,5368000,BOYACA,5,0,5,16,0,1.0,5.789748,-75.785499,3.2,0.0,Leve,Muy Buena,0 (sub 2),"Cluster de intensidad delictiva media, recuperacion alta y predominio de motos",6.0
JERUSALEN,25368000,CUNDINAMARCA,2,0,2,2,0,1.0,4.562273,-74.695474,1.0,0.0,Leve,Mala,1,"Cluster de muy baja intensidad delictiva, muy alta recuperacion y predominio de motos",9.0
JESUS MARIA,68368000,SANTANDER,2,2,0,3,0,0.0,5.876497,-73.783396,1.5,0.0,Leve,Buena,3,"Cluster de baja intensidad delictiva, alta recuperacion y predominio de automotores",8.0
JUAN DE ACOSTA,8372000,ATLANTICO,58,5,53,99,8,0.9150943396226416,10.83254,-75.041032,1.706896551724138,0.1379310344827586,Alto,Muy Buena,5,"Cluster de baja intensidad delictiva, recuperacion media-baja y predominio de motos",7.0
